id,nom,groupe,muscles_primaires,muscles_secondaires,pattern,met,unilateral,image_url
rotation-externe-epaule-haltere,Rotation Externe Épaule Haltère,Épaules,rear-delt,traps,elevation-epaules,4,true,https://michdu75-commits.github.io/forcetracker/exercises/rotation-externe-epaule-haltere.webp
tirage-menton-elastique,Tirage Menton Élastique,Trapèzes,side-delt|traps,biceps|front-delt,elevation-epaules,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/tirage-menton-avec-elastique.webp
thruster,Thruster,Full Body,quads|glutes|front-delt,triceps|abs|traps,poussee-verticale,8,false,https://michdu75-commits.github.io/forcetracker/exercises/thruster.webp
thruster-kettlebell,Thruster Kettlebell,Full Body,quads|glutes|front-delt,triceps|abs|traps,poussee-verticale,8,false,https://michdu75-commits.github.io/forcetracker/exercises/thruster-kettlebell.webp
russian-twist-developpe-epaules,Russian Twist Développé Épaules,Abdominaux,obliques|abs,front-delt|hip-flexors,gainage-abdos,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/russian-twist-avec-developpe-epaule.webp
developpe-epaules-assis-machine-shoulder-pre,Développé Épaules Assis Machine (Shoulder Press),Épaules,front-delt,side-delt|triceps|traps,poussee-verticale,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/shoulder-press-machine.webp
curl-barre,Curl Barre,Biceps,biceps,forearms,curl-biceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/curl-barre.webp
curl-halteres,Curl Haltères,Biceps,biceps,forearms,curl-biceps,4,true,https://michdu75-commits.github.io/forcetracker/exercises/curl-halteres-alterne.webp
curl-poulie,Curl Poulie,Biceps,biceps,forearms,curl-biceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/curl-poulie.webp
curl-ez,Curl EZ,Biceps,biceps,forearms,curl-biceps,4,false,
curl-incline,Curl Incliné,Biceps,biceps,forearms,curl-biceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/curl-haltere-incline.webp
curl-concentre,Curl Concentré,Biceps,biceps,forearms,curl-biceps,4,true,https://michdu75-commits.github.io/forcetracker/exercises/curl-concentre.webp
curl-araignee-spider-curl,Curl Araignée (Spider Curl),Biceps,biceps,forearms,curl-biceps,4,true,https://michdu75-commits.github.io/forcetracker/exercises/curl-araignee-spider.webp
curl-zottman,Curl Zottman,Biceps,biceps|forearms,,curl-biceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/curl-zottman.webp
marteau,Marteau,Biceps,biceps|forearms,,curl-biceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/curl-marteau.webp
curl-pupitre-machine,Curl Pupitre Machine,Biceps,biceps,forearms,curl-biceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/curl-pupitre-machine.webp
curl-pupitre-barre-ez-larry-scott,Curl Pupitre Barre EZ (Larry Scott),Biceps,biceps,forearms,curl-biceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/curl-pupitre-barre-ez-larry-scott.webp
waiter-curl,Waiter Curl,Biceps,biceps,forearms,curl-biceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/waiter-curl.webp
bench-dips,Bench Dips,Triceps,triceps,front-delt|pec,poussee-horizontale,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/bench-dips-sur-banc.webp
barre-au-front,Barre au Front,Triceps,triceps,front-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/barre-au-front-triceps.webp
skull-crusher-barre-ez,Skull Crusher Barre EZ,Triceps,triceps,front-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/skull-crusher-barre-ez.webp
extension-triceps,Extension Triceps,Triceps,triceps,front-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/extension-triceps-verticale-haltere.webp
extension-triceps-couche-halteres,Extension Triceps Couché Haltères,Triceps,triceps,front-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/extension-triceps-couche-halteres.webp
extension-nuque-haltere,Extension Nuque Haltère,Triceps,triceps,front-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/extension-nuque-haltere-assis.webp
extension-nuque-poulie-haute,Extension Nuque Poulie Haute,Triceps,triceps,front-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/extension-nuque-poulie-haute-corde.webp
triceps-poulie,Triceps Poulie,Triceps,triceps,,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/triceps-poulie-haute-barre.webp
triceps-corde-poulie,Triceps Corde Poulie,Triceps,triceps,,extension-triceps,4,false,
triceps-poulie-basse,Triceps Poulie Basse,Triceps,triceps,front-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/triceps-poulie-basse-verticale.webp
extension-triceps-arriere-kickback,Extension Triceps Arrière (Kickback),Triceps,triceps,rear-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/triceps-kickback-debout-halteres.webp
triceps-machine,Triceps Machine,Triceps,triceps,,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/triceps-machine.webp
dips-aux-anneaux,Dips aux Anneaux,Triceps,pec|triceps,front-delt|abs,poussee-horizontale,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/dips-aux-anneaux.webp
dips-entre-deux-bancs,Dips entre Deux Bancs,Triceps,triceps,front-delt|pec,poussee-horizontale,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/dips-entre-deux-bancs.webp
tate-press,Tate Press,Triceps,triceps,front-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/tate-press.webp
handstand-push-up-atr,Handstand Push-up (ATR),Épaules,front-delt,side-delt|triceps|traps|abs,poussee-verticale,5.5,false,https://michdu75-commits.github.io/forcetracker/exercises/handstand-push-up.webp
extension-triceps-banc-incline-halteres,Extension Triceps Banc Incliné Haltères,Triceps,triceps,front-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/extension-triceps-banc-incline-halteres.webp
extension-triceps-decline-halteres,Extension Triceps Décliné Haltères,Triceps,triceps,front-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/extension-triceps-decline-halteres.webp
extension-triceps-concentree-poulie,Extension Triceps Concentrée Poulie,Triceps,triceps,,extension-triceps,4,true,https://michdu75-commits.github.io/forcetracker/exercises/extension-triceps-concentree-poulie.webp
extension-triceps-nuque-elastique,Extension Triceps Nuque Élastique,Triceps,triceps,front-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/extension-triceps-nuque-elastique.webp
extension-triceps-verticale-elastique,Extension Triceps Verticale Élastique,Triceps,triceps,front-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/extension-triceps-verticale-elastique.webp
extension-triceps-trx-sangles,Extension Triceps TRX (Sangles),Triceps,triceps,front-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/extension-triceps-trx-sangles.webp
extension-triceps-allongee-trx-sangles,Extension Triceps Allongée TRX (Sangles),Triceps,triceps,front-delt,extension-triceps,4,false,https://michdu75-commits.github.io/forcetracker/exercises/extension-triceps-trx-allonge.webp
squat-a-la-barre,Squat à la Barre,Jambes,quads|glutes,hamstrings|calves|lower-back,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/homme-faisant-un-squat-avec-barre.webp
squat-avant,Squat Avant,Jambes,quads|glutes,hamstrings|calves|lower-back|abs|traps,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-barre-devant-front.webp
squat-bulgare,Squat Bulgare,Jambes,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/squat-bulgare-halteres-exercice-musculation.webp
squat-gobelet-goblet-squat,Squat Gobelet (Goblet Squat),Jambes,quads|glutes,hamstrings|calves|lower-back|abs,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-goblet-kettlebell.webp
squat-sumo,Squat Sumo,Jambes,glutes|quads,hamstrings|calves|lower-back,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-sumo-avec-haltere.webp
smith-machine-squat,Smith Machine Squat,Jambes,quads|glutes,hamstrings|calves|lower-back,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-smith-machine-exercice-musculation.webp
squat-hack-hack-squat,Squat Hack (Hack Squat),Jambes,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/hack-squat.webp
press-jambes-45,Press Jambes 45°,Jambes,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/presse-a-cuisse-exercice-musculation.webp
press-jambes-horizontale,Press Jambes Horizontale,Jambes,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/machine/press-jambes-2.jpg
press-jambes-verticale,Press Jambes Verticale,Jambes,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/presse-a-cuisses-verticale.webp
press-jambes-inclinee,Press Jambes Inclinée,Jambes,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/presse-a-cuisses-inclinee.webp
press-jambes-levier,Press Jambes Levier,Jambes,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/machine/press-jambes-6.jpg
extension-quadriceps-leg-extension,Extension Quadriceps (Leg Extension),Jambes,quads,,extension-genou,4,false,https://michdu75-commits.github.io/forcetracker/exercises/leg-extension-exercice-musculation.webp
leg-curl-couche-machine,Leg Curl Couché Machine,Fessiers,hamstrings,calves,flexion-genou,4,false,https://michdu75-commits.github.io/forcetracker/exercises/leg-curl-allonge.webp
leg-curl-assis-machine,Leg Curl Assis Machine,Fessiers,hamstrings,calves,flexion-genou,4,false,https://michdu75-commits.github.io/forcetracker/exercises/leg-curl-assis-machine.webp
leg-curl-unilateral-debout,Leg Curl Unilatéral Debout,Fessiers,hamstrings,calves,flexion-genou,4,true,https://michdu75-commits.github.io/forcetracker/exercises/leg-curl-unilateral-debout-machine.webp
leg-curl-haltere,Leg Curl Haltère,Fessiers,hamstrings,calves,flexion-genou,4,false,https://michdu75-commits.github.io/forcetracker/exercises/leg-curl-decline-haltere.webp
leg-curl-elastique,Leg Curl Élastique,Fessiers,hamstrings,calves,flexion-genou,4,false,https://michdu75-commits.github.io/forcetracker/exercises/leg-curl-avec-elastique-musculation.webp
leg-curl-inverse,Leg Curl Inversé,Fessiers,hamstrings,calves,flexion-genou,4,false,https://michdu75-commits.github.io/forcetracker/exercises/leg-curl-inverse-machine-tirage-vertical.webp
squat-pistol,Squat Pistol,Jambes,quads|glutes,hamstrings|calves|abs,squat,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/squat-pistol.webp
squat-kettlebell,Squat Kettlebell,Jambes,quads|glutes,hamstrings|calves|lower-back|abs,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/kettlebell-back-squat.webp
fentes-kettlebell,Fentes Kettlebell,Jambes,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/fentes-avant-kettlebell.webp
fentes,Fentes,Jambes,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/fente-avant-barre-femme.webp
fentes-marchees,Fentes Marchées,Jambes,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/fentes-marchees-avec-sandbag.webp
fentes-arriere,Fentes Arrière,Jambes,quads|glutes,hamstrings|calves|abs,fente,6.5,true,
fentes-laterales,Fentes Latérales,Jambes,quads|glutes,hamstrings|calves|abs,fente,6.5,true,
smith-machine-fentes,Smith Machine Fentes,Jambes,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/split-squat-smith-machine.webp
montee-sur-box-step-up,Montée sur Box (Step-up),Jambes,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/montee-sur-box-barre.webp
montee-sur-box-halteres,Montée sur Box Haltères,Jambes,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/montee-sur-box-halteres-classique.webp
abduction-cuisses-leg-abduction,Abduction Cuisses (Leg Abduction),Fessiers,glutes,,hanche-laterale,4,false,https://michdu75-commits.github.io/forcetracker/exercises/leg-abduction-machine-v2.webp
adduction-cuisses-leg-adduction,Adduction Cuisses (Leg Adduction),Jambes,glutes,quads,hanche-laterale,4,false,https://michdu75-commits.github.io/forcetracker/exercises/leg-adduction-machine-v2.webp
extension-quadriceps-unilaterale,Extension Quadriceps Unilatérale,Jambes,quads,,extension-genou,4,true,https://michdu75-commits.github.io/forcetracker/exercises/leg-extension-iso-lateral-unilateral-hammer-strenght.webp
hack-squat-inverse,Hack Squat Inversé,Jambes,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/hack-squat-inverse.webp
pendulum-squat,Pendulum Squat,Jambes,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/pendulum-squat.webp
belt-squat,Belt Squat,Jambes,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/belt-squat.webp
safety-bar-squat,Safety Bar Squat,Jambes,quads|glutes,hamstrings|calves|lower-back,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/safety-bar-squat.webp
overhead-squat,Overhead Squat,Jambes,quads|glutes,hamstrings|calves|lower-back|abs|front-delt|traps,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/overhead-squat.webp
pin-squat,Pin Squat,Jambes,quads|glutes,hamstrings|calves|lower-back,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/pin-squat.webp
sissy-squat,Sissy Squat,Jambes,quads,abs|calves,extension-genou,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/sissy-squat.webp
cossack-squat,Cossack Squat,Jambes,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/cossack-squat.webp
squat-bande-elastique,Squat Bande Élastique,Jambes,quads|glutes,hamstrings|calves|lower-back,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-bande-elastique.webp
chaise-wall-sit,Chaise (Wall Sit),Jambes,quads,glutes|abs,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-statique-contre-mur-exercice-chaise.webp
presse-a-cuisses-iso-laterale,Presse à Cuisses Iso-Latérale,Jambes,quads|glutes,hamstrings|calves|abs,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/presse-cuisse-iso-laterale-hammer-stenght.webp
presse-a-cuisses-sur-le-cote,Presse à Cuisses sur le Côté,Jambes,quads|glutes,hamstrings|calves,squat,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/presse-a-cuisse-sur-le-cote.webp
hack-squat-assis,Hack Squat Assis,Jambes,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/hack-squat-assis.webp
overhead-squat-halteres,Overhead Squat Haltères,Jambes,quads|glutes,hamstrings|calves|lower-back|abs|front-delt|traps,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/overhead-squat-halteres.webp
sled-push,Sled Push,Jambes,quads|glutes,calves|abs,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/sled-push-hyrox.webp
croix-de-fer-halteres,Croix de Fer Haltères,Épaules,side-delt,traps,elevation-epaules,4,false,https://michdu75-commits.github.io/forcetracker/exercises/croix-de-fer-halteres.webp
squat-poids-du-corps-air-squat,Squat Poids du Corps (Air Squat),Jambes,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-poids-du-corps-air-squat.webp
fentes-croisees-curtsy-lunge,Fentes Croisées (Curtsy Lunge),Jambes,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/fentes-croisees-curtsy-lunge.webp
jefferson-squat,Jefferson Squat,Jambes,quads|glutes,hamstrings|lower-back|obliques|forearms,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/jefferson-squat.webp
souleve-de-terre-valise-suitcase,Soulevé de Terre Valise (Suitcase),Jambes,glutes|hamstrings|lower-back,quads|forearms|traps|obliques,hip-hinge,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre-valise.webp
squat-saute-jump-squat,Squat Sauté (Jump Squat),Jambes,quads|glutes,calves|hamstrings|abs,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-saute-jump-squat.webp
squat-avec-rotation-du-tronc,Squat avec Rotation du Tronc,Jambes,quads|glutes,hamstrings|calves|obliques|abs,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-avec-rotation-du-tronc.webp
sissy-squat-machine,Sissy Squat Machine,Jambes,quads,abs|calves,extension-genou,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/sissy-squat-machine.webp
extension-quadriceps-unilaterale-machine-a-d,Extension Quadriceps Unilatérale Machine à Dips,Jambes,quads,,extension-genou,4,true,https://michdu75-commits.github.io/forcetracker/exercises/extension-quadriceps-unilaterale-machine-dips.webp
squat-bulgare-elastique,Squat Bulgare Élastique,Jambes,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/squat-bulgare-elastique.webp
extension-quadriceps-elastique,Extension Quadriceps Élastique,Jambes,quads,,extension-genou,4,false,https://michdu75-commits.github.io/forcetracker/exercises/extension-quadriceps-elastique.webp
overhead-squat-elastique,Overhead Squat Élastique,Jambes,quads|glutes,hamstrings|calves|lower-back|abs|front-delt|traps,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/overhead-squat-elastique.webp
split-squat-elastique-fente-statique,Split Squat Élastique (Fente Statique),Jambes,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/split-squat-elastique.webp
squat-barre-avec-bandes-elastiques,Squat Barre avec Bandes Élastiques,Jambes,quads|glutes,hamstrings|calves|lower-back,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-barre-avec-bandes-elastiques.webp
squat-trx-sangles,Squat TRX (Sangles),Jambes,quads|glutes,hamstrings|calves|abs,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-trx-sangles.webp
split-squat-trx-sangles,Split Squat TRX (Sangles),Jambes,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/split-squat-trx-sangles.webp
squat-pistol-trx-sangles,Squat Pistol TRX (Sangles),Jambes,quads|glutes,hamstrings|calves|abs,squat,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/squat-pistol-trx-sangles.webp
hip-thrust-barre-poussee-de-hanche,Hip Thrust Barre (Poussée de Hanche),Fessiers,glutes,hamstrings|quads|lower-back,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/hip-thrust-barre.webp
hip-thrust-haltere-poussee-de-hanche,Hip Thrust Haltère (Poussée de Hanche),Fessiers,glutes,hamstrings|quads|lower-back,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/hip-thrust-haltere.webp
hip-thrust-machine-poussee-de-hanche,Hip Thrust Machine (Poussée de Hanche),Fessiers,glutes,hamstrings|quads|lower-back,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/hip-thrust-a-la-machine.webp
hip-thrust-unilateral-poussee-de-hanche,Hip Thrust Unilatéral (Poussée de Hanche),Fessiers,glutes,hamstrings|quads|lower-back|obliques|abs,hip-hinge,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/hip-thrust-barre-unilateral.webp
pont-fessier-glute-bridge,Pont Fessier (Glute Bridge),Fessiers,glutes,hamstrings|quads|lower-back,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/glute-bridge.webp
extension-fessiers-arriere-kickback,Extension Fessiers Arrière (Kickback),Fessiers,glutes,hamstrings,hip-hinge,4,true,https://michdu75-commits.github.io/forcetracker/exercises/kickback-cable-fessiers.webp
kickback-machine,Kickback Machine,Fessiers,glutes,hamstrings,hip-hinge,4,true,
souleve-de-terre,Soulevé de Terre,Fessiers,glutes|hamstrings|lower-back,quads|traps|forearms|lats,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre.webp
souleve-de-terre-roumain-barre,Soulevé de Terre Roumain Barre,Fessiers,hamstrings|glutes|lower-back,forearms|traps|lats,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre-roumain-barre.webp
souleve-de-terre-roumain-halteres,Soulevé de Terre Roumain Haltères,Fessiers,hamstrings|glutes|lower-back,forearms|traps|lats,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre-roumain-halteres.webp
souleve-de-terre-roumain-unilateral,Soulevé de Terre Roumain Unilatéral,Fessiers,hamstrings|glutes|lower-back,forearms|traps|obliques|abs,hip-hinge,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre-roumain-unilateral.webp
souleve-de-terre-sumo,Soulevé de Terre Sumo,Fessiers,glutes|quads|lower-back,hamstrings|traps|forearms|lats,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre-sumo.webp
tirage-cable-fessiers-cable-pull-through,Tirage Cable Fessiers (Cable Pull Through),Fessiers,glutes,hamstrings|lower-back,hip-hinge,6.5,false,
souleve-de-terre-jambes-tendues,Soulevé de Terre Jambes Tendues,Fessiers,hamstrings|glutes|lower-back,forearms|traps|lats,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre-jambes-tendues.webp
souleve-de-terre-roumain-kettlebell,Soulevé de Terre Roumain Kettlebell,Fessiers,hamstrings|glutes|lower-back,forearms|traps|lats,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre-roumain-kettlebell.webp
souleve-de-terre-roumain-landmine,Soulevé de Terre Roumain Landmine,Fessiers,hamstrings|glutes|lower-back,forearms|traps|lats,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre-roumain-landmine.webp
souleve-de-terre-sumo-halteres,Soulevé de Terre Sumo Haltères,Fessiers,glutes|quads|lower-back,hamstrings|traps|forearms|lats,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/deadlift-sumo-halteres-exercice-jambes-fessiers.webp
souleve-de-terre-sumo-kettlebell,Soulevé de Terre Sumo Kettlebell,Fessiers,glutes|quads|lower-back,hamstrings|traps|forearms|lats,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre-sumo-kettlebell.webp
souleve-de-terre-sumo-landmine,Soulevé de Terre Sumo Landmine,Fessiers,glutes|quads|lower-back,hamstrings|traps|forearms|lats,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre-sumo-landmine.webp
souleve-de-terre-trap-bar,Soulevé de Terre Trap Bar,Fessiers,glutes|quads|lower-back,hamstrings|traps|forearms,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre-a-la-trap-bar.webp
souleve-de-terre-avec-deficit,Soulevé de Terre avec Déficit,Fessiers,glutes|hamstrings|lower-back,quads|forearms|traps|lats,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre-avec-deficit.webp
souleve-de-terre-machine,Soulevé de Terre Machine,Fessiers,glutes|hamstrings|lower-back,quads|forearms|traps,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/souleve-de-terre-avec-machine.webp
zercher-deadlift,Zercher Deadlift,Fessiers,glutes|quads|lower-back,hamstrings|traps|abs|biceps,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/zercher-deadlift.webp
reeves-deadlift,Reeves Deadlift,Fessiers,glutes|hamstrings|lower-back,forearms|traps|rear-delt|quads,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/reeves-deadlift.webp
glute-ham-raise-ghd,Glute Ham Raise (GHD),Fessiers,hamstrings|glutes,calves|lower-back,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/glute-ham-developer-ghd.webp
kettlebell-swing,Kettlebell Swing,Fessiers,glutes|hamstrings,lower-back|quads|abs|forearms,hip-hinge,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/kettlebell-swing.webp
squat-a-la-barre,Squat à la Barre,Fessiers,quads|glutes,hamstrings|calves|lower-back,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/homme-faisant-un-squat-avec-barre.webp
squat-avant,Squat Avant,Fessiers,quads|glutes,hamstrings|calves|lower-back|abs|traps,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-barre-devant-front.webp
squat-bulgare,Squat Bulgare,Fessiers,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/squat-bulgare-halteres-exercice-musculation.webp
squat-gobelet-goblet-squat,Squat Gobelet (Goblet Squat),Fessiers,quads|glutes,hamstrings|calves|lower-back|abs,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-goblet-kettlebell.webp
squat-sumo,Squat Sumo,Fessiers,glutes|quads,hamstrings|calves|lower-back,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-sumo-avec-haltere.webp
smith-machine-squat,Smith Machine Squat,Fessiers,quads|glutes,hamstrings|calves|lower-back,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-smith-machine-exercice-musculation.webp
squat-hack-hack-squat,Squat Hack (Hack Squat),Fessiers,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/hack-squat.webp
squat-pistol,Squat Pistol,Fessiers,quads|glutes,hamstrings|calves|abs,squat,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/squat-pistol.webp
squat-kettlebell,Squat Kettlebell,Fessiers,quads|glutes,hamstrings|calves|lower-back|abs,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/kettlebell-back-squat.webp
belt-squat,Belt Squat,Fessiers,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/belt-squat.webp
safety-bar-squat,Safety Bar Squat,Fessiers,quads|glutes,hamstrings|calves|lower-back,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/safety-bar-squat.webp
overhead-squat,Overhead Squat,Fessiers,quads|glutes,hamstrings|calves|lower-back|abs|front-delt|traps,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/overhead-squat.webp
pin-squat,Pin Squat,Fessiers,quads|glutes,hamstrings|calves|lower-back,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/pin-squat.webp
cossack-squat,Cossack Squat,Fessiers,quads|glutes,hamstrings|calves|abs,fente,6.5,true,https://michdu75-commits.github.io/forcetracker/exercises/cossack-squat.webp
squat-bande-elastique,Squat Bande Élastique,Fessiers,quads|glutes,hamstrings|calves|lower-back,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/squat-bande-elastique.webp
pendulum-squat,Pendulum Squat,Fessiers,quads|glutes,hamstrings|calves,squat,6.5,false,https://michdu75-commits.github.io/forcetracker/exercises/pendulum-squat.webp
